English Name,Item Type,Main Category,Description,Buy PokeYen,Buy BP,Buy Coin,Buy RP,Sell PokeYen
Poké Flute,Useable Items,Key Items,A flute that is said to instantly awaken any POKéMON. It has a lovely tone,,,,,
Secret Key,Storyline Items,Key Items,The key to CINNABAR ISLAND GYM's front door. It is colored red and decorated,,,,,
Bike Voucher,Storyline Items,Key Items,Take this voucher to the BIKE SHOP in CERULEAN CITY and exchange it for a bicycle,,,,,
Gold Teeth,Storyline Items,Key Items,A set of false teeth lost by the SAFARI ZONE'S WARDEN. It makes his smile sparkle,,,,,
Old Amber,Storyline Items,Key Items,"A piece of amber that contains the
genetic material of an ancient
Pokémon.
It is clear with a reddish tint.",1000,0,0,0,500
Card Key,Storyline Items,Key Items,A card-type key that unlocks doors in SILPH CO.'s HEAD OFFICE in SAFFRON CITY,,,,,
Lift Key,Storyline Items,Key Items,A key that operates the elevator in TEAM ROCKET's HIDEOUT. It bears the TEAM ROCKET logo,,,,,
Helix Fossil,Storyline Items,Key Items,"A fossil of an ancient Pokémon that
lived in the sea. It appears to be
part of a seashell.",1000,0,0,0,500
Dome Fossil,Storyline Items,Key Items,"A fossil of an ancient Pokémon that
lived in the sea. It appears to be
part of a shell.",1000,0,0,0,500
Silph Scope,Storyline Items,Key Items,A scope that makes unseeable POKéMON visible. It is made by SILPH CO,,,,,
Bicycle,Bicycles,Cosmetics,A folding bicycle that allows faster movement than the RUNNING SHOES,,,,,
Town Map,Useable Items,Key Items,A very convenient map that can be viewed anytime. It even shows your present location,,,,,
Fame Checker,Useable Items,Key Items,A device that enables you to recall what you've heard and seen about famous people,,,,,
Tm Case,Useable Items,Key Items,A case that holds TMs and HMs. It is attached to the BAG's compartment for important items,,,,,
Berry Pouch,Useable Items,Key Items,A pouch for carrying BERRIES. It is attached to the BAG's compartment for important items,,,,,
Teachy Tv,Useable Items,Key Items,A television set that is tuned to a program with useful tips for novice TRAINERS,,,,,
Tri-pass,Storyline Items,Key Items,"A pass for ferries between ONE, TWO, and THREE ISLAND. It has a drawing of three islands",,,,,
Rainbow Pass,Storyline Items,Key Items,A pass for ferries between VERMILION and the SEVII ISLANDS. It features a drawing of a rainbow,,,,,
Tea,Storyline Items,Key Items,An aromatic tea prepared by an old lady. It will slake even the worst thirst,,,,,
Mysticticket,Storyline Items,Key Items,A ticket required to board the ship to NAVEL ROCK. It glows with a mystic light,,,,,
Auroraticket,Storyline Items,Key Items,A ticket required to board the ship to BIRTH ISLAND. It glows beautifully,,,,,
Powder Jar,Useable Items,Key Items,A jar for storing BERRY POWDER made using a BERRY CRUSHER,,,,,
Ruby,Storyline Items,Key Items,An exquisitely beautiful gem that has a red glow. It symbolizes passion,,,,,
Sapphire,Storyline Items,Key Items,An exquisitely beautiful gem that has a blue glow. It symbolizes honesty,,,,,
Magma Emblem,Storyline Items,Key Items,Magma Emblem,,,,,
Old Sea Map,Storyline Items,Key Items,Old Sea Map,,,,,
Training Link,Breeding Item,Items,"When held by a Pokémon, it prevents the holder from gaining any EXP, but doubles EV gain. The holder may gain EVs even if they don't participate in the battle",0,0,0,1000,0
Name Change Contract,Miscellaneous Items,Items,An item which can be used to change your character's name. Can only be used once,0,0,0,1000,0
Mystery Box,Miscellaneous Items,Items,"A mysterious box which contains an
unknown reward.

Use to open.",,,,,
Makeover Kit,Miscellaneous Items,Items,An item which can be used to change your character's base appearance. Can only be used once,0,0,0,500,0
Team Name Change Plaque,Miscellaneous Items,Items,"An item which can be used to change
your team's name and tag.

Can only be used once.
Must be used by team leader.",,,,,
Brace - HP,Hold Items,Items,An item to be held by a Pokémon when breeding. Holding this item will make the Pokémon's Hp IV the dominant trait. This item is consumed upon use,,,,,
Brace - Attack,Hold Items,Items,An item to be held by a Pokémon when breeding. Holding this item will make the Pokémon's Attack IV the dominant trait. This item is consumed upon use,,,,,
Brace - Defense,Hold Items,Items,An item to be held by a Pokémon when breeding. Holding this item will make the Pokémon's Defense IV the dominant trait. This item is consumed upon use,,,,,
Brace - Sp.Atk,Hold Items,Items,An item to be held by a Pokémon when breeding. Holding this item will make the Pokémon's Special Attack IV the dominant trait. This item is consumed upon use,,,,,
Brace - Sp.Def,Hold Items,Items,An item to be held by a Pokémon when breeding. Holding this item will make the Pokémon's Special Defense IV the dominant trait. This item is consumed upon use,,,,,
Brace - Speed,Hold Items,Items,An item to be held by a Pokémon when breeding. Holding this item will make the Pokémon's Speed IV the dominant trait. This item is consumed upon use,,,,,
Ability Pill,Vitamins,Medicine,"A pill that can be used to switch the
ability of a Pokémon.

Consumed on use.",,,,,
Spooky Candy,Miscellaneous Items,Items,A scary looking snack,,,,,
Goodie Bag (2015),Miscellaneous Items,Items,"A scary looking goodie bag which
contains an unknown reward.

May contain exclusive items for
Halloween 2015. Use to open.",,,,,
Bad Candy,Miscellaneous Items,Items,--,,,,,
Big Robot Part,Miscellaneous Items,Items,A large piece of a robot. It's really heavy!,,,,,
Tiny Robot Part,Miscellaneous Items,Items,A small piece of a robot,,,,,
Xmas Present (2015),Miscellaneous Items,Items,"A fancy looking present which contains
an unknown reward.

May contain exclusive items for Xmas
2015. Use to open.",,,,,
Donator Status Ticket - 7 DAYS,Miscellaneous Items,Items,"An item which can be used to promote
your account to Donator Status.

Donator Status benefits include:
+25% EXP in battles.
+10% chance of encountering shinies.
+10% faster egg hatching.
+5% money gain from trainers.",,,,,
Donator Status Ticket - 15 DAYS,Miscellaneous Items,Items,"An item which can be used to promote
your account to Donator Status.

Donator Status benefits include:
+25% EXP in battles.
+10% chance of encountering shinies.
+10% faster egg hatching.
+5% money gain from trainers.",,,,,
Donator Status Ticket - 30 DAYS,Miscellaneous Items,Items,An item which can be used to promote your account to Donator Status. Donator Status benefits include: +25% EXP in battles. +10% chance of encountering shinies. +10% faster egg hatching. +5% money gain from trainers,,,,,
Harvesting Tool,Harvesting Tools,Berries,An item which can be used to extract seeds from berries. Consumed upon use,,,,,
Unbreakable Harvesting Tool,Harvesting Tools,Berries,An item which can be used to extract seeds from berries,,,,,
Plain Spicy Seed,Seeds,Berries,"A spicy seed which can be planted in
loamy soil to grow certain berries.",,,,,
Very Spicy Seed,Seeds,Berries,"A spicy seed which can be planted in
loamy soil to grow certain berries.",,,,,
Plain Dry Seed,Seeds,Berries,"A dry seed which can be planted in
loamy soil to grow certain berries.",,,,,
Very Dry Seed,Seeds,Berries,"A dry seed which can be planted in
loamy soil to grow certain berries.",,,,,
Plain Sweet Seed,Seeds,Berries,"A sweet seed which can be planted in
loamy soil to grow certain berries.",,,,,
Very Sweet Seed,Seeds,Berries,"A sweet seed which can be planted in
loamy soil to grow certain berries.",,,,,
Plain Bitter Seed,Seeds,Berries,"A bitter seed which can be planted in
loamy soil to grow certain berries.",,,,,
Very Bitter Seed,Seeds,Berries,"A bitter seed which can be planted in
loamy soil to grow certain berries.",,,,,
Plain Sour Seed,Seeds,Berries,"A sour seed which can be planted in
loamy soil to grow certain berries.",,,,,
Very Sour Seed,Seeds,Berries,"A sour seed which can be planted in
loamy soil to grow certain berries.",,,,,
Exp. Reamplifier,Useable Items,Key Items,"An item which distributes EXP and EVs among all healthy Pokémon, even if they don't participate in battle. 25% of battle EXP gained is shared among active Pokémon, the rest is split between the whole party. Each Pokémon also gains an additional +5% of the total amount earned from the battle. Exp. Share effects are negated while this item is active. Use to activate or deactivate",0,0,0,1000,0
Lure,Adventure Item,Items,"A lure which attracts wild Pokémon for
100 steps. It has several effects
while active:

- Encounter rates increased by +10%
- Foes are slightly stronger than
normal Pokémon in the area
- You may encounter more foes at the
same time
- 5% chance to encounter lure-exclusi
ve species

Consumed upon use.",600,0,0,0,0
Super Lure,Adventure Item,Items,"A lure which attracts wild Pokémon for
200 steps. It has several effects
while active:

- Encounter rates increased by +10%
- Foes are slightly stronger than
normal Pokémon in the area
- You may encounter more foes at the
same time
- 5% chance to encounter lure-exclusi
ve species

Consumed upon use.",1200,0,0,0,0
Expert Lure,Adventure Item,Items,"A lure which attracts wild Pokémon for
250 steps. It has several effects
while active:

- Encounter rates increased by +10%
- Foes are slightly stronger than
normal Pokémon in the area
- You may encounter more foes at the
same time
- 5% chance to encounter lure-exclusi
ve species

Consumed upon use.",1500,0,0,0,0
Premium Lure,Adventure Item,Items,"A premium lure which attracts wild Pokémon for 200 steps. It has several effects while active: - +25% encounter rates - Foes are stronger than normal encounters in the area - You may encounter more foes at the same time - 10% chance to encounter lure-exclusive species - Small hordes (3) may increase in size - If you encounter a Shiny Pokémon, ""Secret Shiny"" rates are increased by +25% Consumed upon use",0,0,0,20,0
Premium Super Lure,Adventure Item,Items,"A premium lure which attracts wild
Pokémon for 300 steps. It has several
effects while active:

- +25% encounter rates
- Foes are stronger than normal
encounters in the area
- You may encounter more foes at the
same time
- 10% chance to encounter lure-exclus
ive species
- Small hordes (3) may increase in
size
- If you encounter a Shiny Pokémon,
'Secret Shiny' rates are increased by
+25%

Consumed upon use.",0,0,0,30,0
Premium Max Lure,Adventure Item,Items,"A premium lure which attracts wild
Pokémon for 400 steps. It has several
effects while active:

- +25% encounter rates
- Foes are stronger than normal
encounters in the area
- You may encounter more foes at the
same time
- 10% chance to encounter lure-exclus
ive species
- Small hordes (3) may increase in
size
- If you encounter a Shiny Pokémon,
'Secret Shiny' rates are increased by
+25%

Consumed upon use.",0,0,0,40,0
White Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Black Dye,Miscellaneous Items,Items,"An item which can be used to dye
certain cosmetic items.
Consumed upon use.",,,,,
Blue Dye,Miscellaneous Items,Items,"An item which can be used to dye
certain cosmetic items.
Consumed upon use.",,,,,
Cyan Dye,Miscellaneous Items,Items,"An item which can be used to dye
certain cosmetic items.
Consumed upon use.",,,,,
Teal Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Green Dye,Miscellaneous Items,Items,"An item which can be used to dye
certain cosmetic items.
Consumed upon use.",,,,,
Olive Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Lime Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Yellow Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Orange Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Brown Dye,Miscellaneous Items,Items,"An item which can be used to dye
certain cosmetic items.
Consumed upon use.",,,,,
Red Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Pink Dye,Miscellaneous Items,Items,"An item which can be used to dye
certain cosmetic items.
Consumed upon use.",,,,,
Amethyst Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Purple Dye,Miscellaneous Items,Items,An item which can be used to dye certain cosmetic items. Consumed upon use,,,,,
Violet Dye,Miscellaneous Items,Items,"An item which can be used to dye
certain cosmetic items.
Consumed upon use.",,,,,
Armor Fossil,Storyline Items,Key Items,"A fossil from a prehistoric Pokémon
that lived on the land. It appears to
be part of a collar.",1000,0,0,0,500
Skull Fossil,Storyline Items,Key Items,"A fossil from a prehistoric Pokémon
that lived on the land. It appears to
be part of a head.",1000,0,0,0,500
PVP Mystery Box (Legacy),Miscellaneous Items,Items,"A mysterious box which contains an
unknown reward.

Use to open.",,,,,
Genderswap Ticket,Miscellaneous Items,Items,An item which can be used to change your character's gender and base appearance. Can only be used once,0,0,0,500,0
RED POKéBLOCK,Miscellaneous Berries,Berries,Raises the COOLNESS of a Pokémon,,,,,
BLUE POKéBLOCK,Miscellaneous Berries,Berries,Raises the BEAUTY of a Pokémon.,,,,,
PINK POKéBLOCK,Miscellaneous Berries,Berries,Raises the CUTENESS of a Pokémon.,,,,,
GREEN POKéBLOCK,Miscellaneous Berries,Berries,Raises the SMARTNESS of a Pokémon.,,,,,
YELLOW POKéBLOCK,Miscellaneous Berries,Berries,Raises the TOUGHNESS of a Pokémon.,,,,,
WHITE POKéBLOCK,Miscellaneous Berries,Berries,"Raises all contest stats of a
Pokémon.",,,,,
RED POKéBLOCK Plus,Miscellaneous Berries,Berries,"Greatly raises the COOLNESS of a
Pokémon.",,,,,
BLUE POKéBLOCK Plus,Miscellaneous Berries,Berries,"Greatly raises the BEAUTY of a
Pokémon.",,,,,
PINK POKéBLOCK Plus,Miscellaneous Berries,Berries,"Greatly raises the CUTENESS of a
Pokémon.",,,,,
GREEN POKéBLOCK Plus,Miscellaneous Berries,Berries,"Greatly raises the SMARTNESS of a
Pokémon.",,,,,
YELLOW POKéBLOCK Plus,Miscellaneous Berries,Berries,"Greatly raises the TOUGHNESS of a
Pokémon.",,,,,
WHITE POKéBLOCK Plus,Miscellaneous Berries,Berries,"Greatly raises all contest stats of a
Pokémon.",,,,,
BLACK POKéBLOCK,Miscellaneous Berries,Berries,"Lowers all contest stats of a
Pokémon.",,,,,
Berry Powder,Powder,Berries,"A sweet powder which can be used to
craft medicine.",900,0,0,0,450
PC Expansion Drive,Useable Items,Key Items,"An item which can be used to expand
the PC of a single character by 60
slots.

20/20 uses left.",0,0,0,800,0
Unknown Item,Miscellaneous Items,Items,Your client does not currently support this item. Please verify you have all required roms,,,,,
