Region,Location,Area,Item,Amount,Type,Details
Sinnoh,Route 217,Snow Path,Iron,1,Overworld,NW step
Sinnoh,Route 217,Snow Path,Ultra Ball,1,Hidden,NE step
Sinnoh,Route 217,Snow Path,Iron,1,Hidden,SW step
Sinnoh,Route 217,Snow Path,Protein,1,Hidden,NE step
Sinnoh,Route 217,Snow Path,TM - Ice Fang,1,Overworld,Snow
Sinnoh,Route 217,Snow Path,HM-Rock Climb,1,Overworld,North step
Sinnoh,Route 217,Rock Climb House,Icicle Plate,1,NPC Gift,Talk to guy
Sinnoh,Route 217,Snow Path,Max Repel,1,Hidden,East step
Sinnoh,Route 217,Snow Path,Rare Candy,1,Overworld,East step
Sinnoh,Route 217,Snow Path,Max Potion,1,Hidden,NE step
Sinnoh,Route 217,Snow Path,Max Revive,1,Hidden,Near house
Sinnoh,Route 217,Hex Maniac House,Spell Tag,1,NPC Gift,Talk to girl
Sinnoh,Route 217,Snow Path,Ultra Ball,1,Hidden,SW step
Sinnoh,Route 218,Main Path,X Accuracy,1,Overworld,NW step
Sinnoh,Route 218,Water,Hyper Potion,1,Overworld,Surf SW
Sinnoh,Route 218,Water,Rare Candy,1,Overworld,Surf NE
Sinnoh,Route 219,Beach,Antidote,1,Overworld,SW step
Sinnoh,Route 219,Water,Zinc,1,Hidden,Surf south
Sinnoh,Route 220,Water,Max Repel,1,Overworld,SE step
Sinnoh,Route 220,Water,Splash Plate,1,Overworld,SW step
Sinnoh,Route 220,Water,Big Pearl,1,Hidden,In wall
Sinnoh,Route 220,Water,Carbos,1,Overworld,East step
Sinnoh,Route 221,Main Path,Protein,1,Overworld,East step
Sinnoh,Route 221,Main Path,Ultra Ball,1,Overworld,SE step
Sinnoh,Route 221,Main Path,Poké Ball,1,Overworld,NW step
Sinnoh,Route 221,Main Path,BigMushroom,1,Hidden,In tree
Sinnoh,Route 221,Main Path,Hyper Potion,1,Hidden,Grass
Sinnoh,Route 221,Main Path,Max Revive,1,Hidden,Grass
Sinnoh,Route 221,Main Path,Ultra Ball,1,Hidden,Grass
Sinnoh,Route 221,Main Path,TM - Leaf Blade,1,Overworld,SE step
Sinnoh,Route 221,Main Path,Carbos,1,Hidden,Grass
Sinnoh,Route 222,Main Path,Full Restore,1,Overworld,SE step
Sinnoh,Route 222,Cut Tree Area,Carbos,1,Overworld,Cut tree
Sinnoh,Route 222,Cut Tree Area,Ultra Ball,1,Hidden,Grass
Sinnoh,Route 222,Main Path,TM - Fling,1,NPC Gift,Talk to rich guy
Sinnoh,Route 222,Pikachu House,Net Ball,1,NPC Gift,Show Big Remoraid
Sinnoh,Route 222,Beach,PP Up,1,Overworld,Near houses
Sinnoh,Route 222,Beach,Full Restore,1,Hidden,Grass
Sinnoh,Route 222,Beach,Quick Ball,1,Overworld,Beach
Sinnoh,Route 222,Beach,TinyMushroom,1,Hidden,Beach
Sinnoh,Route 222,Water,BigMushroom,1,Hidden,Grass
Sinnoh,Route 222,Beach,Heart Scale,1,Hidden,Beach
Sinnoh,Route 222,Beach,Heart Scale,1,Hidden,West step
Sinnoh,Route 222,Beach,Pearl,1,Hidden,West step
Sinnoh,Route 223,Water,Heart Scale,1,Hidden,NW step
Sinnoh,Route 223,Water,TM - ThunderFang,1,Overworld,West path
Sinnoh,Route 223,Water,Ultra Ball,1,Overworld,NE step
Sinnoh,Route 223,Water,Heart Scale,1,Hidden,West step
Sinnoh,Route 223,Water,Dive Ball,1,Overworld,Follow path
Sinnoh,Route 223,Water,Rare Candy,1,Overworld,NE step
Sinnoh,Route 224,Main Path,Zinc,1,Hidden,SE step
Sinnoh,Route 224,Main Path,Full Heal,1,Overworld,Grass
Sinnoh,Route 224,Water,PP Max,1,Overworld,Surf east
Sinnoh,Route 224,Main Path,Ultra Ball,1,Hidden,Grass
Sinnoh,Route 224,Main Path,Rare Candy,1,Hidden,Grass
Sinnoh,Route 224,Main Path,Pearl,1,Hidden,Near fighter
Sinnoh,Route 224,Water,Razor Claw,1,Overworld,Surf SW
Sinnoh,Route 224,Main Path,Heart Scale,1,Hidden,NE step
Sinnoh,Route 224,Main Path,Big Pearl,1,Hidden,East step
Sinnoh,Route 224,Main Path,Pearl,1,Hidden,In rock
Sinnoh,Route 224,Water,Repeat Ball,1,Overworld,Surf NE
Sinnoh,Route 224,Main Path,Ultra Ball,1,Overworld,West step
Sinnoh,Route 224,Main Path,Destiny Knot,1,Overworld,NW step
Sinnoh,Route 225,Main Path,Razor Fang,1,Overworld,Rock climb
Sinnoh,Route 225,Main Path,Rare Candy,1,Overworld,Cut tree
Sinnoh,Route 225,Ledges,HP Up,1,Overworld,Up stairs SW
Sinnoh,Route 225,Ledges,Rare Candy,1,Hidden,Up stairs
Sinnoh,Route 225,Main Path,BigMushroom,1,Hidden,Grass
Sinnoh,Route 225,Main Path,Revive,1,Overworld,NW step
Sinnoh,Route 225,Main Path,Leaf Stone,1,Hidden,Grass
Sinnoh,Route 225,House,Fresh Water,1,NPC Gift,Talk to guy
Sinnoh,Route 225,Cut Tree Area,Potion,1,Overworld,Cut tree
Sinnoh,Route 225,Water,Poké Ball,1,Overworld,NW step
Sinnoh,Route 225,Main Path,Green Shard,1,Overworld,Grass
Sinnoh,Route 225,Main Path,Ultra Ball,1,Hidden,Grass
Sinnoh,Route 225,Main Path,Dawn Stone,1,Overworld,Rock climb
Sinnoh,Route 226,Main Path,Red Shard,1,Overworld,West of Survival Area
Sinnoh,Route 226,Main Path,Carbos,1,Overworld,Rock climb
Sinnoh,Route 226,Main Path,Lagging Tail,1,Overworld,Rock climb
Sinnoh,Route 226,Main Path,TM - Energy Ball,1,Overworld,Rock climb
Sinnoh,Route 226,Main Path,TinyMushroom,1,Hidden,Grass
Sinnoh,Route 226,Main Path,PP Max,1,Hidden,Ground
Sinnoh,Route 226,Main Path,BigMushroom,1,Hidden,Ground
Sinnoh,Route 226,Water,Heart Scale,1,Hidden,Surf SW
Sinnoh,Route 226,Water,Rare Candy,1,Hidden,Surf NE
Sinnoh,Route 227,Event,Charcoal,1,Overworld,Rock climb east
Sinnoh,Route 227,Bike Path,Yellow Shard,1,Overworld,NW step
Sinnoh,Route 227,Ledges,Max Repel,1,Hidden,Rock climb
Sinnoh,Route 227,Ledges,Zinc,1,Overworld,South step
Sinnoh,Route 227,Ledges,Star Piece,1,Hidden,In rock
Sinnoh,Route 228,Desert Path,Max Repel,1,Hidden,Near trainer
Sinnoh,Route 228,Desert Path,Antidote,1,Overworld,SE step
Sinnoh,Route 228,Desert Path,Rare Candy,1,Hidden,South step
Sinnoh,Route 228,Desert Cave,Hard Stone,1,Overworld,In cave
Sinnoh,Route 228,Desert Cave,Nugget,1,Hidden,In cave
Sinnoh,Route 228,Desert Path,Iron,1,Overworld,South step
Sinnoh,Route 228,Desert Path,Full Heal,1,Overworld,Smash rock
Sinnoh,Route 228,Desert Path,Full Restore,1,Hidden,Grass
Sinnoh,Route 228,Desert Path,Star Piece,1,Hidden,In rock
Sinnoh,Route 228,Desert Path,TM - Razor Wind,1,Overworld,SW step
Sinnoh,Route 228,Muddy Slope,Shiny Stone,1,Overworld,Up slope
Sinnoh,Route 228,Muddy Slope,PP Max,1,Hidden,Grass
Sinnoh,Route 228,Desert Path,Calcium,1,Hidden,NE step
Sinnoh,Route 229,Grass,Potion,1,Overworld,Cut tree
Sinnoh,Route 229,Grass,Full Restore,1,Overworld,East step
Sinnoh,Route 229,Main Path,Nugget,2,NPC Gift,Talk to guy
Sinnoh,Route 229,Grass,Protein,1,Overworld,Cut tree
Sinnoh,Route 229,Water,Thunder Stone,1,Hidden,Surf SW
Sinnoh,Route 230,Island,Water Stone,1,Hidden,In wall
Sinnoh,Route 230,Island,Rare Candy,1,Overworld,Up stairs
Sinnoh,Route 230,Island,Ultra Ball,1,Hidden,NW step
Sinnoh,Route 230,Island,Blue Shard,1,Overworld,Grass
Sinnoh,Lake Verity,Main Lake,Tinymushroom,1,Hidden,Near entrance
Sinnoh,Lake Verity,Water,TM - Fire Blast,1,Overworld,Surf SW
Sinnoh,Oreburgh Gate,B1F,HM-Rock Smash,1,NPC Gift,Talk to Hiker
Sinnoh,Oreburgh Gate,B1F (Surf),TM - Flash,1,Overworld,Surf puzzle
Sinnoh,Oreburgh Gate,B1F (Surf),Big Pearl,1,Overworld,Ledge puzzle
Sinnoh,Oreburgh Gate,B1F (Surf),TM - Reversal,1,Overworld,Bike jump puzzle
Sinnoh,Oreburgh Gate,B1F (Surf),Earth Plate,1,Overworld,Surf west
Sinnoh,Oreburgh Gate,B1F (Surf),TM - Focus Punch,1,Overworld,Push boulder
Sinnoh,Oreburgh Mine,B1F,Poké Ball,1,Overworld,East step
Sinnoh,Oreburgh Mine,B1F,Potion,1,Overworld,South east step
Sinnoh,Oreburgh Mine,B1F,Escape Rope,1,Overworld,West step
Sinnoh,Ravaged Path,Main Cave,Potion,1,Overworld,North step
Sinnoh,Ravaged Path,Main Cave,TM - Smack Down,1,Overworld,West step
Sinnoh,Ravaged Path,Surf Area,Antidote,1,Overworld,Surf NW
Sinnoh,Ravaged Path,Surf Area,TM - Hydro Pump,1,Overworld,Surf NE
Sinnoh,Valley Windworks,Exterior,Potion,1,Overworld,East step
Sinnoh,Valley Windworks,Water,Electirizer,1,Overworld,Surf north
Sinnoh,Valley Windworks,Exterior,Max Elixir,1,Hidden,Ground
Sinnoh,Valley Windworks,Exterior,TM - Thunderbolt,1,Overworld,NE step
Sinnoh,Floaroma Meadow,Event,Works Key,1,Event,Defeat Galactic Grunts
Sinnoh,Floaroma Meadow,Event,Honey,10,NPC Gift,Defeat Galactic Grunts
Sinnoh,Floaroma Meadow,Flowers,Honey,1,Hidden,South step
Sinnoh,Floaroma Meadow,Flowers,Leaf Stone,1,Overworld,SW step
Sinnoh,Floaroma Meadow,Flowers,Hyper Potion,1,Hidden,SE step
Sinnoh,Floaroma Meadow,Flowers,Honey,1,Hidden,Near house
Sinnoh,Floaroma Meadow,Flowers,PP Up,1,Hidden,North step
Sinnoh,Floaroma Meadow,Flowers,Honey,1,Hidden,NW step
Sinnoh,Floaroma Meadow,Flowers,Max Revive,1,Hidden,SW step
Sinnoh,Floaroma Meadow,Flowers,Honey,1,Hidden,NW step
Sinnoh,Floaroma Meadow,Flowers,Honey,1,Hidden,NW step
Sinnoh,Floaroma Meadow,Flowers,Miracle Seed,1,Overworld,West step
Sinnoh,Floaroma Meadow,Flowers,Revive,1,Hidden,Ground
Sinnoh,Floaroma Meadow,Flowers,Ultra Ball,1,Overworld,SE step
Sinnoh,Floaroma Meadow,Flowers,Full Heal,1,Hidden,South step
Sinnoh,Floaroma Meadow,Flowers,Honey,1,Hidden,West step
Sinnoh,Floaroma Meadow,Flowers,Rare Candy,1,Overworld,Ground
Sinnoh,Eterna Forest,Main Path,Antidote,1,Overworld,West step
Sinnoh,Eterna Forest,Main Path,Parlyz Heal,1,Overworld,NE step
Sinnoh,Eterna Forest,Main Path,Net Ball,1,Overworld,South step
Sinnoh,Eterna Forest,Main Path,Potion,1,Overworld,SE step
Sinnoh,Eterna Forest,Main Path,Soothe Bell,1,Overworld,Cut tree
Sinnoh,Eterna Forest,Main Path,Chansey Egg,1,Event,Escort Cheryl
Sinnoh,Eterna Forest,Exterior,Big Tree,1,NPC Gift,Talk to girl
Sinnoh,Eterna Forest,Exterior,SilverPowder,1,Overworld,South step
Sinnoh,Eterna Forest,Exterior,TM - Amnesia,1,Overworld,East step
Sinnoh,Eterna Forest,Old Chateau,Ether,1,Overworld,Exterior
Sinnoh,Eterna Forest,Old Chateau,Insect Plate,1,Hidden,On wall
Sinnoh,Old Chateau,2F,Rare Candy,1,Overworld,West room
Sinnoh,Old Chateau,2F,Honey,1,Hidden,In box
Sinnoh,Old Chateau,2F,Big Pearl,1,Overworld,East room
Sinnoh,Old Chateau,1F,Old Gateau,1,Overworld,West room
Sinnoh,Old Chateau,2F,Dread Plate,1,Overworld,NW room
Sinnoh,Old Chateau,2F,Rotom,1,Event,Interact with TV at night
Sinnoh,Old Chateau,2F,TM - Scary Face,1,Overworld,NE room
Sinnoh,Galactic Eterna,1F,X Special,1,Overworld,Up stairs east
Sinnoh,Galactic Eterna,2F,Blue Shard,1,Overworld,Up stairs east
Sinnoh,Galactic Eterna,2F,Revive,1,Overworld,Near Shard
Sinnoh,Galactic Eterna,3F,Up-Grade,1,Overworld,NE step
Sinnoh,Galactic Eterna,1F,X Speed,1,Overworld,Up stairs west
Sinnoh,Mt. Coronet,South Entrance,EnergyPowder,1,Hidden,In rock
Sinnoh,Mt. Coronet,South Entrance,Revive,1,Hidden,South step
Sinnoh,Mt. Coronet,South Entrance,Stardust,1,Hidden,In rock
Sinnoh,Mt. Coronet,North Entrance,EnergyPowder,1,Hidden,In rock
Sinnoh,Mt. Coronet,North Entrance,Ice Heal,1,Overworld,East step
Sinnoh,Mt. Coronet,North Entrance,Stardust,1,Hidden,In rock
Sinnoh,Mt. Coronet,North Entrance,TM - Power Gem,1,Overworld,NW step
Sinnoh,Mt. Coronet,North Entrance,Escape Rope,1,Overworld,East step
Sinnoh,Mt. Coronet,North Entrance,Star Piece,1,Hidden,In rock
Sinnoh,Mt. Coronet,North Entrance,Rare Candy,1,Overworld,Push boulder
Sinnoh,Mt. Coronet,North Entrance,Red Shard,1,Hidden,In rock
Sinnoh,Mt. Coronet,Defog Area,Ultra Ball,1,Overworld,Down stairs
Sinnoh,Mt. Coronet,Defog Area,Green Shard,1,Hidden,In rock
Sinnoh,Mt. Coronet,Defog Area,Soft Sand,1,Overworld,North step
Sinnoh,Mt. Coronet,Defog Area,Blue Shard,1,Hidden,Avoid water
Sinnoh,Mt. Coronet,Surf Area,Light Clay,1,Overworld,Surf SE
Sinnoh,Mt. Coronet,Surf Area,Max Elixir,1,Overworld,Surf NE
Sinnoh,Mt. Coronet,Surf Area,Star Piece,1,Hidden,Smash rock
Sinnoh,Mt. Coronet,Surf Area,Revive,1,Overworld,NE step
Sinnoh,Mt. Coronet,Surf Area,Full Restore,1,Overworld,Follow path
Sinnoh,Mt. Coronet,Surf Area,Rare Candy,1,Hidden,North step
Sinnoh,Mt. Coronet,Route 216 Exit,Yellow Shard,1,Hidden,In rock
Sinnoh,Mt. Coronet,Route 216 Exit,NeverMeltIce,1,Overworld,In room
Sinnoh,Mt. Coronet,Route 216 Exit,Nugget,1,Hidden,In room
Sinnoh,Mt. Coronet,Upper Peak,Dawn Stone,1,Overworld,Surf SE
Sinnoh,Mt. Coronet,Upper Peak,Protein,1,Overworld,Surf east
Sinnoh,Mt. Coronet,Upper Peak,Max Repel,1,Overworld,Rock climb
Sinnoh,Mt. Coronet,Upper Peak,Red Shard,1,Hidden,In rock
Sinnoh,Mt. Coronet,Upper Peak,Escape Rope,1,Overworld,Push boulder
Sinnoh,Mt. Coronet,Upper Peak,TM - Rock Slide,1,Overworld,Near room
Sinnoh,Mt. Coronet,Upper Peak,Max Revive,1,Overworld,North step
Sinnoh,Mt. Coronet,Upper Peak,Black Flute,1,Event,Talk to Looker
Sinnoh,Mt. Coronet,Upper Cave,Star Piece,1,Hidden,In rock
Sinnoh,Mt. Coronet,Upper Cave,Max Repel,1,Hidden,West step
Sinnoh,Mt. Coronet,Upper Cave,Max Potion,1,Hidden,Grass
Sinnoh,Mt. Coronet,Upper Cave,Energy Root,1,Hidden,Rock climb
Sinnoh,Mt. Coronet,Upper Cave,Star Piece,1,Hidden,In rock
Sinnoh,Mt. Coronet,Upper Cave,Blue Shard,1,Hidden,In rock
Sinnoh,Mt. Coronet,Upper Cave,Revival Herb,1,Hidden,Grass
Sinnoh,Mt. Coronet,Upper Cave,Sun Stone,1,Hidden,In rock
Sinnoh,Mt. Coronet,Upper Cave,Full Heal,1,Hidden,NE step
Sinnoh,Mt. Coronet,Upper Cave,Ultra Ball,1,Hidden,SE step
Sinnoh,Mt. Coronet,Upper Cave,Max Revive,1,Hidden,SW step
Sinnoh,Mt. Coronet,Upper Cave,Star Piece,1,Hidden,In wall
Sinnoh,Mt. Coronet,Upper Cave,Moon Stone,1,Hidden,In rock
Sinnoh,Mt. Coronet,Upper Cave,Revival Herb,1,Hidden,Grass
Sinnoh,Mt. Coronet,Upper Cave,Full Restore,1,Hidden,East step
Sinnoh,Mt. Coronet,Upper Cave,Stardust,1,Hidden,In rock
Sinnoh,Mt. Coronet,Upper Cave,Energy Root,1,Hidden,Ground
Sinnoh,Mt. Coronet,Upper Cave,Max Elixir,1,Hidden,SE step
Sinnoh,Mt. Coronet,Upper Cave,Full Restore,1,Hidden,SE step
Sinnoh,Mt. Coronet,Upper Cave,Rare Candy,1,Hidden,South step
Sinnoh,Mt. Coronet,Spear Pillar,Stardust,1,Hidden,In rock
Sinnoh,Mt. Coronet,Spear Pillar,Yellow Shard,1,Hidden,In rock
Sinnoh,Mt. Coronet,Spear Pillar,Heal Powder,1,Hidden,Ground
Sinnoh,Mt. Coronet,Spear Pillar,Stone Plate,1,Hidden,In rock
Sinnoh,Mt. Coronet,Spear Pillar,Adamant Orb,1,Overworld,Room
Sinnoh,Mt. Coronet,Spear Pillar,Lustrous Orb,1,Overworld,Room
Sinnoh,Mt. Coronet,Spear Pillar,Green Shard,1,Hidden,In rock
Sinnoh,Mt. Coronet,Spear Pillar,Rare Candy,1,Hidden,NE step
Sinnoh,Mt. Coronet,Spear Pillar,Green Shard,1,Hidden,In wall
Sinnoh,Mt. Coronet,Spear Pillar,Heal Powder,1,Hidden,In rock
Sinnoh,Mt. Coronet,Spear Pillar,Stardust,1,Hidden,In rock
Sinnoh,Mt. Coronet,Spear Pillar,Max Potion,1,Hidden,North step
Sinnoh,Mt. Coronet,Spear Pillar,TM - Dragon Dance,1,Overworld,Room
Sinnoh,Mt. Coronet,Spear Pillar,Nugget,1,Hidden,In rock
Sinnoh,Amity Square,Park,Amulet Coin,1,Overworld,North step
Sinnoh,Amity Square,Park,Spooky Plate,1,Overworld,Teleport puzzle
Sinnoh,Amity Square,Park,Random Berry,5,NPC Gift,Talk to fat guy
Sinnoh,Amity Square,Park,TM - Tail Slap,1,Overworld,On bridge
Sinnoh,Amity Square,Park,TM - Round,1,Overworld,NE step
Sinnoh,Solaceon Ruins,B1F,Fire Stone,1,Hidden,In rock
Sinnoh,Solaceon Ruins,B2F,Water Stone,1,Hidden,In rock
Sinnoh,Solaceon Ruins,B3F,Thunder Stone,1,Hidden,In rock
Sinnoh,Solaceon Ruins,Deep Room,HM-Defog,1,Overworld,Floor loot
Sinnoh,Solaceon Ruins,Deep Room,Nugget,1,Overworld,Floor loot
Sinnoh,Solaceon Ruins,Deep Room,Potion,1,Overworld,Floor loot
Sinnoh,Solaceon Ruins,Deep Room,Mind Plate,1,Overworld,Floor loot
Sinnoh,Solaceon Ruins,Unown Event,Green Shard,1,NPC Gift,Talk to guy
Sinnoh,Solaceon Ruins,Ruin Maniac,Rare Candy,1,Overworld,Room from Route 214
Sinnoh,Lost Tower,2F,Honey,1,Hidden,In tomb
Sinnoh,Lost Tower,2F,Oval Stone,1,Overworld,Fight guy
Sinnoh,Lost Tower,3F,Revive,1,Overworld,Defog area
Sinnoh,Lost Tower,4F,TM - Return,1,Overworld,Fight trainers
Sinnoh,Lost Tower,4F,Great Ball,1,Hidden,Floor loot
Sinnoh,Lost Tower,5F,Spell Tag,1,NPC Gift,Talk to west girl
Sinnoh,Lost Tower,5F,Cleanse Tag,1,NPC Gift,Talk to east girl
Sinnoh,Galactic Warehouse,1F,HM-Fly,1,Overworld,Floor loot
Sinnoh,Galactic Warehouse,B1F,Dusk Stone,1,Overworld,Floor loot
Sinnoh,Galactic Warehouse,B1F,Zinc,1,Overworld,NE step
Sinnoh,Galactic Warehouse,B2F,TM - Muddy Water,1,Overworld,West step
Sinnoh,Galactic Warehouse,B2F,Galactic Key,1,Overworld,Floor loot
Sinnoh,Galactic Veilstone,2F,TM - Revenge,1,Overworld,East portal
Sinnoh,Galactic Veilstone,B1F,Dubious Disc,1,Overworld,Past scientist
Sinnoh,Galactic Veilstone,3F,Rare Candy,1,Hidden,South step
Sinnoh,Galactic Veilstone,3F,TM - Quash,1,Overworld,East step
Sinnoh,Galactic Veilstone,Portal Maze,Max Revive,1,Overworld,East portal
Sinnoh,Galactic Veilstone,Portal Maze,Max Potion,1,Hidden,NE portal
Sinnoh,Galactic Veilstone,Portal Maze,Green Shard,1,Overworld,Floor loot
Sinnoh,Galactic Veilstone,Portal Maze,Poke Doll,1,Hidden,West step
Sinnoh,Galactic Veilstone,Portal Maze,Nugget,1,Hidden,Near 3 portals
Sinnoh,Galactic Veilstone,Portal Maze,Protein,1,Overworld,First portal
Sinnoh,Galactic Veilstone,Portal Maze,Max Elixir,1,Overworld,Middle portal
Sinnoh,Galactic Veilstone,Portal Maze,Elixir,1,Hidden,In box
Sinnoh,Galactic Veilstone,Boss Room,Master Ball,1,Event,Defeat Cyrus
Sinnoh,Galactic Veilstone,Boss Room,Razor Claw,1,Hidden,NE step
Sinnoh,Galactic Veilstone,Lab,Full Restore,1,Overworld,NE portal
Sinnoh,Galactic Veilstone,Lab,PP Up,1,Hidden,SE step
Sinnoh,Ruin Maniac Cave,Main Cave,TM - Horn Drill,1,Overworld,Floor loot
Sinnoh,Valor Lakefront,Restaurant,Event,-,Event,Battle 5 couples (9am-11pm)
Sinnoh,Valor Lakefront,House,White Flute,1,NPC Gift,Talk to girl
Sinnoh,Pokemon Mansion,West Room,Protein,1,Hidden,In trash can
Sinnoh,Pokemon Mansion,Maid Room,Soothe Bell,1,NPC Gift,Talk to maid
Sinnoh,Pokemon Mansion,East Room 1,Luxury Ball,1,Overworld,Floor loot
Sinnoh,Pokemon Mansion,East Room 2,TM - Encore,1,Overworld,Floor loot
Sinnoh,Iron Island,Exterior,Star Piece,1,Hidden,In rock
Sinnoh,Iron Island,Riley Event,HM-Strength,1,NPC Gift,Given by Riley
Sinnoh,Iron Island,B1F,Yellow Shard,1,Overworld,West step
Sinnoh,Iron Island,B1F,Protector,1,Overworld,West step
Sinnoh,Iron Island,B2F,Escape Rope,1,Overworld,South step
Sinnoh,Iron Island,B2F,Max Repel,1,Overworld,South path
Sinnoh,Iron Island,B2F,Star Piece,1,Hidden,NW step
Sinnoh,Iron Island,B2F,Revive,1,Overworld,South step
Sinnoh,Iron Island,B3F,Elixir,1,Overworld,East step
Sinnoh,Iron Island,B3F,TM - Heavy Slam,1,Overworld,South step
Sinnoh,Iron Island,B3F,Star Piece,1,Hidden,Floor loot
Sinnoh,Iron Island,B3F,Dusk Ball,1,Overworld,NW step
Sinnoh,Iron Island,B3F,Magnet,1,Overworld,South step
Sinnoh,Iron Island,B3F,Max Potion,1,Overworld,NW step
Sinnoh,Iron Island,B3F,HP Up,1,Overworld,South path
Sinnoh,Iron Island,B3F,Star Piece,1,Hidden,NW step
Sinnoh,Iron Island,B3F,Ultra Ball,1,Overworld,North step
Sinnoh,Iron Island,B3F,Iron Plate,1,Hidden,South step
Sinnoh,Iron Island,B3F,Star Piece,1,Hidden,In rock
Sinnoh,Iron Island,B3F,Red Shard,1,Overworld,NW step
Sinnoh,Iron Island,Riley Event,Riolu Egg,1,Event,Defeat Galactic Grunts
Sinnoh,Iron Island,Exit Cave,Shiny Stone,1,Overworld,Yellow elevator
Sinnoh,Iron Island,Exit Cave,Metal Coat,1,Overworld,NE room
Sinnoh,Iron Island,Exit Cave,Nugget,1,Hidden,NE room
Sinnoh,Lake Valor,Exterior,HP Up,1,Hidden,NW step
Sinnoh,Lake Valor,Water,TM - Thunder,1,Overworld,Surf SE
Sinnoh,Distortion World,First Visit,Event,-,Event,"Defeat Cyrus, Giratina"
Sinnoh,Wayward Cave,Main Cave,Green Shard,1,Hidden,In rock
Sinnoh,Wayward Cave,Main Cave,Red Shard,1,Hidden,In rock
Sinnoh,Wayward Cave,Main Cave,TM - Double Team,1,Overworld,Smash rock
Sinnoh,Wayward Cave,Main Cave,Revive,1,Overworld,SW step
Sinnoh,Wayward Cave,Main Cave,Escape Rope,1,Overworld,East step
Sinnoh,Wayward Cave,Main Cave,Great Ball,1,Hidden,In rock
Sinnoh,Wayward Cave,Main Cave,Super Potion,1,Hidden,In rock
Sinnoh,Wayward Cave,Main Cave,Blue Shard,1,Hidden,In rock
Sinnoh,Wayward Cave,Main Cave,Yellow Shard,1,Hidden,In rock
Sinnoh,Wayward Cave,Secret Cave,Dusk Stone,1,Hidden,In rock
Sinnoh,Wayward Cave,Secret Cave,Max Ether,1,Overworld,Bike jump
Sinnoh,Wayward Cave,Secret Cave,Stardust,1,Hidden,In wall
Sinnoh,Wayward Cave,Secret Cave,Grip Claw,1,Overworld,Bike jump
Sinnoh,Wayward Cave,Secret Cave,Rare Candy,1,Overworld,Bike jump
Sinnoh,Wayward Cave,Secret Cave,TM - DragonBreath,1,Overworld,Up stairs
Sinnoh,Turnback Cave,Deep Room,Stardust,1,Overworld,Find 3 pillars
Sinnoh,Distortion World,Second Visit,Griseous Orb,1,Overworld,Portal puzzle
Sinnoh,Iron Island,House,Metal Coat,1,NPC Gift,Talk to guy (Post-E4)
Sinnoh,Fullmoon Island,Forest,Lunar Wing,1,Event,Interact with Cresselia
Sinnoh,Snowpoint Temple,B1F,Calcium,1,Overworld,SE step
Sinnoh,Snowpoint Temple,B3F,Full Restore,1,Hidden,In rock
Sinnoh,Snowpoint Temple,B5F,Full Heal,1,Overworld,Push boulder
Sinnoh,Victory Road,Rock Climb,Zinc,1,Overworld,Up stairs
Sinnoh,Victory Road,Rock Climb,Dusk Stone,1,Overworld,Push boulder
Sinnoh,Victory Road,Rock Climb,Heart Scale,1,Hidden,In rock
Sinnoh,Victory Road,Rock Climb,HP Up,1,Hidden,NE step
Sinnoh,Victory Road,Rock Climb,Nugget,1,Overworld,NW step
Sinnoh,Victory Road,Surf Area,Ultra Ball,1,Hidden,Ground
Sinnoh,Victory Road,Surf Area,Leftovers,1,Overworld,Surf south
Sinnoh,Victory Road,Deep Area,Ultra Ball,1,Hidden,Ground
Sinnoh,Victory Road,Deep Area,Rare Candy,1,Hidden,SE step
Sinnoh,Victory Road,Deep Area,Full Restore,1,Overworld,Push boulder
Sinnoh,Fight Arena,Pokemart,Scope Lens,1,NPC Gift,Talk to old lady
Sinnoh,Fight Arena,Main Town,Super Rod,1,NPC Gift,Talk to fisher
Sinnoh,Survival Area,Main Town,PP Up,1,Hidden,Jump ledges
Sinnoh,Survival Area,Main Town,Rare Candy,1,Overworld,Behind Pokemart
Sinnoh,Survival Area,Buck's House,Event,-,Event,Talk to Buck
Sinnoh,Stark Mountain,Exterior,Life Orb,1,Overworld,Rock climb
Sinnoh,Stark Mountain,Exterior,Max Elixir,1,Overworld,NE step
Sinnoh,Stark Mountain,Cave 1,Escape Rope,1,Overworld,Push boulder
Sinnoh,Stark Mountain,Cave 1,PP Up,1,Overworld,SE step
Sinnoh,Stark Mountain,Cave 1,Full Heal,1,Overworld,North path
Sinnoh,Stark Mountain,Cave 1,Full Restore,1,Overworld,Push boulder
Sinnoh,Stark Mountain,Cave 1,Star Piece,1,Hidden,In wall
Sinnoh,Stark Mountain,Deep Cave,Star Piece,1,Hidden,In rock
Sinnoh,Stark Mountain,Deep Cave,Fire Stone,1,Hidden,In big rock
Sinnoh,Stark Mountain,Deep Cave,Calcium,1,Overworld,Down stairs
Sinnoh,Stark Mountain,Deep Cave,Ultra Ball,1,Overworld,Rock climb
Sinnoh,Stark Mountain,Deep Cave,TM - Heat Crash,1,Overworld,Push boulder
Sinnoh,Stark Mountain,Deep Cave,Flame Plate,1,Hidden,In wall
Sinnoh,Stark Mountain,Deep Cave,Ultra Ball,1,Hidden,Rock climb
Sinnoh,Stark Mountain,Deep Cave,Rare Candy,1,Overworld,Down stairs
